${0},,
"Rate (${0}) cannot be less zero.","La tarifa (${0}) no pot ser inferior a zero.",
"Rate (${0}) has to be greater than zero",,
"Rate can't be negative.","La tarifa no pot ser negativa.",
"Rate needs to be set",,
"Raw Value: ${0}",,
Receivable,,
Receive,Rebre,
Recent,,
"Recurse Every (As Per Transaction Unit)",,
Red,,
"Redeem Loyalty Points",,
"Ref Name",,
"Ref Type",,
"Ref. / Cheque No.","Ref. / Xec número.",
"Ref. Date","Data Ref.",
"Ref. Name","Nom Ref.",
"Ref. Type","Tipus Ref.",
Reference,,
"Reference Date","Data de la Referencia",
"Reference Id not set.",,
"Reference Number","Número de Referencia",
"Reference Type","Tipus de Referencia",
References,,
"Register Instance",,
"Registered Regular",,
Rejected,,
"Reload Frappe Books?",,
Remark,,
"Remove Filter",,
Replied,,
Report,,
"Report Error","Informar de l'error",
"Report Issue","Informar del problema",
"Report will use more than one page if required.",,
Reports,Informes,
"Required fields not selected: ${0}",,
"Rest Day / Holiday",,
"Retained Earnings","Guanys retinguts",
Return,,
"Return Against",,
"Return Button Colour",,
"Return Issued",,
"Reverse Chrg.","Pagament revertit.",
Reverted,Revertit,
Reverts,,
"Review Accounts","Revisar comptes",
"Review your chart of accounts, add any account or tax heads as needed",,
"Right Index",,
Role,Rol,
"Root Type","Tipus d'arrel",
Round,,
"Round Free Item Quantity",,
"Round Off","Arrodoniment desactivat",
"Round Off Account","Round Off Account",
"Round Off Account Not Found",,
"Rounded Off",,
"Rounding Method",,
"Row ${0}",,
SNMG,,
"SNMG (Minimum Wage Floor)",,
Sa,,
"Salaire National Minimum Général — minimum monthly wage floor in DZD. Gross salaries below this produce a non-blocking warning.",,
Salary,Salari,
"Salary Earning",,
"Salary Slip",,
"Salary Slips",,
Sales,Vendes,
"Sales Acc.",,
"Sales Expenses","Despeses de vendes",
"Sales Invoice",,
"Sales Invoice ${0} is Saved",,
"Sales Invoice ${0} is Submitted",,
"Sales Invoice Item",,
"Sales Invoice List",,
"Sales Invoice Number Series",,
"Sales Invoice Print Template",,
"Sales Invoice Terms",,
"Sales Invoices",,
"Sales Item",,
"Sales Item Created",,
"Sales Items","Artícles venuts",
"Sales Payment",,
"Sales Payment Account",,
"Sales Payments",,
"Sales Quote",,
"Sales Quote Item",,
"Sales Quote Number Series",,
"Sales Quote Print Template",,
"Sales Quotes",,
"Sales and Purchase",,
Save,Guardar,
"Save ${0}?",,
"Save Button Colour",,
"Save Customizations",,
"Save Template","Guardar plantilla",
"Save Template File",,
"Save and Continue",,
"Save as PDF","Guardar com a PDF",
"Save as PDF Successful","Guardat com a PDF correctament",
"Save changes made to ${0}?",,
"Save or Submit an entry.",,
Saved,,
"Search Item (Name or Barcode)",,
"Secured Loans","Préstecs ",
"Securities and Deposits","Valors i dipòsits",
Select,,
"Select CoA","Selecciona CoA",
"Select Color",,
"Select Colour",,
"Select Country",,
"Select File","Selecciona un fitxer",
"Select Image","Selecciona una imatge",
"Select Template File",,
"Select a Display Doc to view the Template",,
"Select a Template type",,
"Select a form type to customize",,
"Select a pre-defined page size, or set a custom page size for your Print Template.",,
"Select column",,
"Select file","Selecciona un fitxer",
"Select folder","Selecciona una carpeta",
"Select the Batch",,
"Select the template type.",,
Selected,,
Sep,,
September,,
"Serial Number",,
"Serial Number ${0} does not belong to the item ${1}.",,
"Serial Number ${0} does not exist.",,
"Serial Number ${0} is not Active.",,
"Serial Number ${0} is not Inactive",,
"Serial Number ${0} status is not Active.",,
"Serial Number Description",,
"Serial Number Series",,
"Serial Number Series cannot contain the following characters: /, ?, &, =, %",,
"Serial Number Status",,
"Serial Number is enabled for Item ${0}",,
"Serial Number is not enabled for Item ${0}",,
"Serial Number not set for row ${0}.",,
"Serial Number set for row ${0}.",,
Service,Servei,
"Set Coupon Code",,
"Set Discount Amount",,
"Set Loyalty Program",,
"Set Period",,
"Set Price List",,
"Set Print Size",,
"Set Template Type",,
"Set Up",,
"Set Up Your Workspace","Configura el teu espai de treball",
"Set a Template value to see the Print Template",,
"Set an Import Type","Estableix un tipus d'importació",
"Set the display language.","Estableix l'idioma de visualització.",
"Set the local code. This is used for number formatting.","Estableix el codi local. Això s'utilitza per formatar nombres.",
"Set up your company information, email, country and fiscal year",,
"Set up your opening balances before performing any accounting entries","Configureu els saldos d'obertura abans de realitzar qualsevol entrada comptable",
"Set up your organization","Configura la teva empresa",
"Set up your tax templates for your sales or purchase transactions","Configura les plantilles de taxes per a les vendes o compres",
"Sets how many digits are shown after the decimal point.","Estableix quants dígits es mostraran després del punt decimal.",
"Sets the app-wide date display format.","Estableix el format de visualització de data per a tota l'aplicació.",
"Sets the internal precision used for monetary calculations. Above 6 should be sufficient for most currencies.","Estableix la precisió interna utilitzada per als càlculs monetaris. Per sobre de 6 hauria de ser suficient per a la majoria de les monedes.",
"Sets the theme of the app.",,
"Setting Up Instance",,
Settings,Configuració,
Setup,Configuració,
"Setup Complete","Configuració completa",
"Setup Wizard","Asistent de configuració",
"Setup system defaults like date format and display precision","Configura els valors predeterminats del sistema com la data, el format i la visualització",
Seven,,
Seventeen,,
Seventy,,
Shipment,,
"Shipment ${0} is Submitted",,
"Shipment Item",,
"Shipment Location",,
"Shipment Number Series",,
"Shipment Print Template",,
"Shipment Terms",,
Shortcuts,,
"Should entries be submitted after syncing?",,
"Show HSN",,
"Show Me",Mostra'm,
"Show Month/Year",,
"Sick Leave",,
"Similar Product",,
"Single Value",,
Six,,
Sixteen,,
Sixty,,
"Skip Child Tables",,
"Skip Transactions",,
"Smallest Currency Fraction Value","Valor de fracció de la divisa més petit",
Softwares,Programari,
"Something has gone terribly wrong. Please check the console and raise an issue.","Alguna cosa ha anat molt malament. Comprova la consola i envia un error.",
"Source of Funds (Liabilities)","Font dels fons (Càrregues)",
"Standard Chart of Accounts","Diagrama de comptes estàndard",
Start,Inici,
"Start Date",,
"Start From Row Index",,
State,Estat,
"State Tax","Taxes estatals",
Status,Estat,
"Statutory Reports",,
Stock,,
"Stock Adjustment","Ajust de l'estoc",
"Stock Assets","Estoc d'actius",
"Stock Balance",,
"Stock Entries",,
"Stock Expenses","Despeses d'estoc",
"Stock In Hand","Estoc disponible",
"Stock In Hand Acc.",,
"Stock Ledger",,
"Stock Ledger Entry",,
"Stock Liabilities","Càrregues d'estoc",
"Stock Movement",,
"Stock Movement Item",,
"Stock Movement No.",,
"Stock Movement Number Series",,
"Stock Movement Print Template",,
"Stock Movements",,
"Stock Not Received",,
"Stock Not Shipped",,
"Stock Not Transferred",,
"Stock Received But Not Billed","Estoc rebut però no cobrat",
"Stock Received But Not Billed Acc.",,
"Stock Transfer Item",,
"Stock Unit",,
StockTransfer,,
Stores,,
Su,,
Submit,Envia,
"Submit ${0}?",,
"Submit Button Colour",,
"Submit entries?",,
Submitted,Enviat,
Success,,
Supplier,Proveïdor,
"Supplier Created","Proveïdor creat",
Suppliers,Proveïdors,
Symbol,Símbol,
"Sync Data From Server",,
"Sync Data To ERPNext",,
"Sync Data To Server",,
"Sync Settings",,
System,Sistema,
"System Settings","Paràmetres del sistema",
"System Setup","Ajustaments del sistema",
Table,,
Target,,
Tax,Taxes,
"Tax Account","Compte de taxes",
"Tax Amount",,
"Tax Assets","Taxes d'actius",
"Tax Detail","Detall de taxes",
"Tax ID","Identificador de taxes",
"Tax Invoice Account",,
"Tax Payment Account",,
"Tax Rate",,
"Tax Summary",,
"Tax Template",,
"Tax Templates",,
"Tax and Totals",,
"Taxable Base",,
"Taxable Value","Valor taxable",
"Taxed Amount",,
Taxes,Taxes,
"Taxes and Charges",,
Teal,,
"Telephone Expenses","Despeses de telefonia",
Template,Plantilla,
"Template Builder",,
"Template Compilation Error",,
"Template Name",,
"Template Type",,
"Template file saved",,
Temporary,,
"Temporary Accounts","Comptes temporals",
"Temporary Opening","Obertura temporal",
Ten,,
Terms,Termes,
"Terms and Conditions",,
Text,,
Th,,
"The Grand Total must be less than ${0} to apply this coupon.",,
"The Grand Total must exceed ${0} to apply the coupon ${1}.",,
"The following characters cannot be used ${0} in a Number Series name.",,
"The following items have insufficient quantity for Shipment: ${0}",,
Theme,,
Thirteen,,
Thirty,,
"This Month","Aquest mes",
"This Quarter","Aquest trimestre",
"This Year","Aquest any",
"This action is permanent","Aquesta acció és permanent",
"This action is permanent and will cancel the following payment: ${0}","Aquesta acció és permanent i cancel·larà el següent pagament: ${0}",
"This action is permanent and will cancel the following payments: ${0}","Aquesta acció és permanent i cancel·larà el següent pagament: ${0}",
"This action is permanent and will delete associated ledger entries.",,
"This action is permanent.",,
Thousand,,
Three,,
"Tier Name",,
"Times New Roman",,
Title,,
To,,
"To Account","Al compte",
"To Account and From Account can't be the same: ${0}",,
"To Date","A data",
"To Loc.",,
"To Year",,
"Toggle Edit Mode",,
"Toggle Key Hints",,
"Toggle Linked Entries widget, not available in Quick Edit view.",,
"Toggle between Grid and List view",,
"Toggle between form and full width",,
"Toggle sidebar",,
"Toggle the Create filter",,
"Toggle the Docs filter",,
"Toggle the List filter",,
"Toggle the Page filter",,
"Toggle the Report filter",,
"Top Expenses","Despeses més quantioses",
Total,,
"Total Amount",,
"Total Asset (Debit)",,
"Total Debit: ${0} must be equal to Total Credit: ${1}",,
"Total Discount",,
"Total Employer Cost",,
"Total Equity (Credit)",,
"Total Expense (Debit)",,
"Total IRG Withheld",,
"Total Income (Credit)",,
"Total Liability (Credit)",,
"Total Profit",,
"Total Quantity",,
"Total Spending","Despeses totals",
"Track Inventory",,
Transfer,Transfereix,
"Transfer No",,
"Transfer Quantity",,
"Transfer Type","Tipus de transferència",
"Transfer Unit",,
"Transfer Unit ${0} is not applicable for Item ${1}",,
"Transfer will cause future entries to have negative stock.",,
Transport,,
"Travel Expenses","Despeses de viatge",
"Trial Balance","Saldo de prova",
Tu,,
Twelve,,
Twenty,,
Two,,
Type,Tipus,
"Type to search...",,
UOM,,
"UOM Conversion Item",,
"UOM Conversions",,
"Unable to add an item to the return invoice.",,
Unit,,
"Unit Type","Tipus d'unitat",
Unpaid,"Per pagar",
"Unpaid ${0}",,
Unregistered,,
"Unsecured Loans","Préstecs sense col·lateral",
"Until Date",,
"Upper bound of the 0% IRG band (DZD).",,
"Upper bound of the 23% IRG band (DZD).",,
"Upper bound of the 27% IRG band (DZD).",,
"Use Full Width",,
"Use List Filters",,
Used,,
"User Remark","Marca d'usuari",
"Utility Expenses","Despeses de serveis",
"Valid From",,
"Valid From Date should be greather than Pricing Rule's Valid From Date.",,
"Valid From Date should be less than Valid To Date.",,
"Valid To",,
"Valid To Date should be greater than Valid From Date.",,
"Valid To Date should be lesser than Pricing Rule's Valid To Date.",,
"Validation Error",,
Validity,,
"Validity and Usage",,
Value,Valor,
"Value missing for ${0}","Falta el valor de ${0}",
"Value: ${0}",,
Version,,
View,,
"View Accounting Entries",,
"View Paid Invoices",,
"View Purchases",,
"View Sales",,
"View Stock Entries",,
"View Unpaid Invoices",,
"View linked entries",,
We,,
"Weight Enabled Barcode",,
"Welcome to Frappe Books","Benvingut a Frappe Books",
"When enabled, removes all default filters applied across the system, showing all available options instead of filtered ones.",,
"When linking documents, if no match is found and filtering is in effect, allow to disable filters.",,
"Width (in cm)",,
"Write Off",Sinistre,
"Write Off Account","Compte de sinistres i reemborsaments",
"Write Off Account ${0} does not exist. Please set Write Off Account in General Settings",,
"Write Off Account not set. Please set Write Off Account in General Settings","El compte de sinistres i reemborsaments no s'ha configurat. Confura'l a Ajustaments Generals",
"Write Off Entry","Entrada de sinistre o reemborsament",
YYYY-MM,,
Year,,
"Year to Date",,
Yearly,Anual,
Years,,
Yellow,,
Yes,Sí,
Zero,,
and,,
"check values and click on",,
field,,
held,,
"in Batch ${0}",,
"item Group",,
john@doe.com,,
"no need ${0} points to purchase this item",,
only,,
"to apply changes",,
